"Input number 3041391 with intial rewrite term cabbbaabbabaaaabbabbbbd
Generated final number 1 with final rewrite term cd
Number of steps: 3392  Number of array doubles: 1"
Term	Number
cbbaaabaeaababaaaaabbabaaaabd	355549601
cbbaaabeaaababaaaaabbabaaaabd	355549601
cbbaaafbaaababaaaaabbabaaaabd	355549601
cbbaaebbaaababaaaaabbabaaaabd	355549601
cbbaeabbaaababaaaaabbabaaaabd	355549601
cbbeaabbaaababaaaaabbabaaaabd	355549601
cbfbaabbaaababaaaaabbabaaaabd	355549601
cgabaabbaaababaaaaabbabaaaabd	355549601
cababaabbaaababaaaaabbabaaaabd	355549601
cababaabbaaababaaaaabbabaaaagd	533324402
cababaabbaaababaaaaabbabaaafad	533324402
cababaabbaaababaaaaabbabaaebad	533324402
cababaabbaaababaaaaabbabaeabad	533324402
cababaabbaaababaaaaabbabeaabad	533324402
cababaabbaaababaaaaabbafbaabad	533324402
cababaabbaaababaaaaabbebbaabad	533324402
cababaabbaaababaaaaabfbbbaabad	533324402
cababaabbaaababaaaaagabbbaabad	533324402
cababaabbaaababaaaafaabbbaabad	533324402
cababaabbaaababaaaebaabbbaabad	533324402
cababaabbaaababaaeabaabbbaabad	533324402
cababaabbaaababaeaabaabbbaabad	533324402
cababaabbaaababeaaabaabbbaabad	533324402
cababaabbaaabafbaaabaabbbaabad	533324402
cababaabbaaabebbaaabaabbbaabad	533324402
cababaabbaaafbbbaaabaabbbaabad	533324402
cababaabbaaebbbbaaabaabbbaabad	533324402
cababaabbaeabbbbaaabaabbbaabad	533324402
cababaabbeaabbbbaaabaabbbaabad	533324402
cababaabfbaabbbbaaabaabbbaabad	533324402
cababaagabaabbbbaaabaabbbaabad	533324402
cababafaabaabbbbaaabaabbbaabad	533324402
cababebaabaabbbbaaabaabbbaabad	533324402
cabafbbaabaabbbbaaabaabbbaabad	533324402
cabebbbaabaabbbbaaabaabbbaabad	533324402
cafbbbbaabaabbbbaaabaabbbaabad	533324402
cebbbbbaabaabbbbaaabaabbbaabad	533324402
cbbbbbbaabaabbbbaaabaabbbaabad	533324402
cbbbbbbaabaabbbbaaabaabbbaabd	266662201
cbbbbbbaabaabbbbaaabaabbbaagd	399993302
cbbbbbbaabaabbbbaaabaabbbafad	399993302
cbbbbbbaabaabbbbaaabaabbbebad	399993302
cbbbbbbaabaabbbbaaabaabbfbbad	399993302
cbbbbbbaabaabbbbaaabaabgabbad	399993302
cbbbbbbaabaabbbbaaabaagbabbad	399993302
cbbbbbbaabaabbbbaaabafababbad	399993302
cbbbbbbaabaabbbbaaabebababbad	399993302
cbbbbbbaabaabbbbaaafbbababbad	399993302
cbbbbbbaabaabbbbaaebbbababbad	399993302
cbbbbbbaabaabbbbaeabbbababbad	399993302
cbbbbbbaabaabbbbeaabbbababbad	399993302
cbbbbbbaabaabbbfbaabbbababbad	399993302
cbbbbbbaabaabbgabaabbbababbad	399993302
cbbbbbbaabaabgbabaabbbababbad	399993302
cbbbbbbaabaagbbabaabbbababbad	399993302
cbbbbbbaabafabbabaabbbababbad	399993302
cbbbbbbaabebabbabaabbbababbad	399993302
cbbbbbbaafbbabbabaabbbababbad	399993302
cbbbbbbaebbbabbabaabbbababbad	399993302
cbbbbbbeabbbabbabaabbbababbad	399993302
cbbbbbfbabbbabbabaabbbababbad	399993302
cbbbbgababbbabbabaabbbababbad	399993302
cbbbgbababbbabbabaabbbababbad	399993302
cbbgbbababbbabbabaabbbababbad	399993302
cbgbbbababbbabbabaabbbababbad	399993302
cgbbbbababbbabbabaabbbababbad	399993302
cabbbbbababbbabbabaabbbababbad	399993302
cabbbbbababbbabbabaabbbababbd	199996651
cabbbbbababbbabbabaabbbababgd	299994977
cabbbbbababbbabbabaabbbabagbd	299994977
cabbbbbababbbabbabaabbbabfabd	299994977
cabbbbbababbbabbabaabbbagaabd	299994977
cabbbbbababbbabbabaabbbfaaabd	299994977
cabbbbbababbbabbabaabbgaaaabd	299994977
cabbbbbababbbabbabaabgbaaaabd	299994977
cabbbbbababbbabbabaagbbaaaabd	299994977
cabbbbbababbbabbabafabbaaaabd	299994977
cabbbbbababbbabbabebabbaaaabd	299994977
cabbbbbababbbabbafbbabbaaaabd	299994977
cabbbbbababbbabbebbbabbaaaabd	299994977
cabbbbbababbbabfbbbbabbaaaabd	299994977
cabbbbbababbbagabbbbabbaaaabd	299994977
cabbbbbababbbfaabbbbabbaaaabd	299994977
cabbbbbababbgaaabbbbabbaaaabd	299994977
cabbbbbababgbaaabbbbabbaaaabd	299994977
cabbbbbabagbbaaabbbbabbaaaabd	299994977
cabbbbbabfabbaaabbbbabbaaaabd	299994977
cabbbbbagaabbaaabbbbabbaaaabd	299994977
cabbbbbfaaabbaaabbbbabbaaaabd	299994977
cabbbbgaaaabbaaabbbbabbaaaabd	299994977
cabbbgbaaaabbaaabbbbabbaaaabd	299994977
cabbgbbaaaabbaaabbbbabbaaaabd	299994977
cabgbbbaaaabbaaabbbbabbaaaabd	299994977
cagbbbbaaaabbaaabbbbabbaaaabd	299994977
cfabbbbaaaabbaaabbbbabbaaaabd	299994977
caaabbbbaaaabbaaabbbbabbaaaabd	299994977
caaabbbbaaaabbaaabbbbabbaaaagd	449992466
caaabbbbaaaabbaaabbbbabbaaafad	449992466
caaabbbbaaaabbaaabbbbabbaaebad	449992466
caaabbbbaaaabbaaabbbbabbaeabad	449992466
caaabbbbaaaabbaaabbbbabbeaabad	449992466
caaabbbbaaaabbaaabbbbabfbaabad	449992466
caaabbbbaaaabbaaabbbbagabaabad	449992466
caaabbbbaaaabbaaabbbbfaabaabad	449992466
caaabbbbaaaabbaaabbbgaaabaabad	449992466
caaabbbbaaaabbaaabbgbaaabaabad	449992466
caaabbbbaaaabbaaabgbbaaabaabad	449992466
caaabbbbaaaabbaaagbbbaaabaabad	449992466
caaabbbbaaaabbaafabbbaaabaabad	449992466
caaabbbbaaaabbaebabbbaaabaabad	449992466
caaabbbbaaaabbeababbbaaabaabad	449992466
caaabbbbaaaabfbababbbaaabaabad	449992466
caaabbbbaaaagabababbbaaabaabad	449992466
caaabbbbaaafaabababbbaaabaabad	449992466
caaabbbbaaebaabababbbaaabaabad	449992466
caaabbbbaeabaabababbbaaabaabad	449992466
caaabbbbeaabaabababbbaaabaabad	449992466
caaabbbfbaabaabababbbaaabaabad	449992466
caaabbgabaabaabababbbaaabaabad	449992466
caaabgbabaabaabababbbaaabaabad	449992466
caaagbbabaabaabababbbaaabaabad	449992466
caafabbabaabaabababbbaaabaabad	449992466
caebabbabaabaabababbbaaabaabad	449992466
ceababbabaabaabababbbaaabaabad	449992466
cbababbabaabaabababbbaaabaabad	449992466
cbababbabaabaabababbbaaabaabd	224996233
cbababbabaabaabababbbaaabaagd	337494350
cbababbabaabaabababbbaaabafad	337494350
cbababbabaabaabababbbaaabebad	337494350
cbababbabaabaabababbbaaafbbad	337494350
cbababbabaabaabababbbaaebbbad	337494350
cbababbabaabaabababbbaeabbbad	337494350
cbababbabaabaabababbbeaabbbad	337494350
cbababbabaabaabababbfbaabbbad	337494350
cbababbabaabaabababgabaabbbad	337494350
cbababbabaabaababagbabaabbbad	337494350
cbababbabaabaababfababaabbbad	337494350
cbababbabaabaabagaababaabbbad	337494350
cbababbabaabaabfaaababaabbbad	337494350
cbababbabaabaagaaaababaabbbad	337494350
cbababbabaabafaaaaababaabbbad	337494350
cbababbabaabebaaaaababaabbbad	337494350
cbababbabaafbbaaaaababaabbbad	337494350
cbababbabaebbbaaaaababaabbbad	337494350
cbababbabeabbbaaaaababaabbbad	337494350
cbababbafbabbbaaaaababaabbbad	337494350
cbababbebbabbbaaaaababaabbbad	337494350
cbababfbbbabbbaaaaababaabbbad	337494350
cbabagabbbabbbaaaaababaabbbad	337494350
cbabfaabbbabbbaaaaababaabbbad	337494350
cbagaaabbbabbbaaaaababaabbbad	337494350
cbfaaaabbbabbbaaaaababaabbbad	337494350
cgaaaaabbbabbbaaaaababaabbbad	337494350
cabaaaaabbbabbbaaaaababaabbbad	337494350
cabaaaaabbbabbbaaaaababaabbbd	168747175
cabaaaaabbbabbbaaaaababaabbgd	253120763
cabaaaaabbbabbbaaaaababaabgbd	253120763
cabaaaaabbbabbbaaaaababaagbbd	253120763
cabaaaaabbbabbbaaaaababafabbd	253120763
cabaaaaabbbabbbaaaaababebabbd	253120763
cabaaaaabbbabbbaaaaabafbbabbd	253120763
cabaaaaabbbabbbaaaaabebbbabbd	253120763
cabaaaaabbbabbbaaaaafbbbbabbd	253120763
cabaaaaabbbabbbaaaaebbbbbabbd	253120763
cabaaaaabbbabbbaaaeabbbbbabbd	253120763
cabaaaaabbbabbbaaeaabbbbbabbd	253120763
cabaaaaabbbabbbaeaaabbbbbabbd	253120763
cabaaaaabbbabbbeaaaabbbbbabbd	253120763
cabaaaaabbbabbfbaaaabbbbbabbd	253120763
cabaaaaabbbabgabaaaabbbbbabbd	253120763
cabaaaaabbbagbabaaaabbbbbabbd	253120763
cabaaaaabbbfababaaaabbbbbabbd	253120763
cabaaaaabbgaababaaaabbbbbabbd	253120763
cabaaaaabgbaababaaaabbbbbabbd	253120763
cabaaaaagbbaababaaaabbbbbabbd	253120763
cabaaaafabbaababaaaabbbbbabbd	253120763
cabaaaebabbaababaaaabbbbbabbd	253120763
cabaaeababbaababaaaabbbbbabbd	253120763
cabaeaababbaababaaaabbbbbabbd	253120763
cabeaaababbaababaaaabbbbbabbd	253120763
cafbaaababbaababaaaabbbbbabbd	253120763
cebbaaababbaababaaaabbbbbabbd	253120763
cbbbaaababbaababaaaabbbbbabbd	253120763
cbbbaaababbaababaaaabbbbbabgd	379681145
cbbbaaababbaababaaaabbbbbagbd	379681145
cbbbaaababbaababaaaabbbbbfabd	379681145
cbbbaaababbaababaaaabbbbgaabd	379681145
cbbbaaababbaababaaaabbbgbaabd	379681145
cbbbaaababbaababaaaabbgbbaabd	379681145
cbbbaaababbaababaaaabgbbbaabd	379681145
cbbbaaababbaababaaaagbbbbaabd	379681145
cbbbaaababbaababaaafabbbbaabd	379681145
cbbbaaababbaababaaebabbbbaabd	379681145
cbbbaaababbaababaeababbbbaabd	379681145
cbbbaaababbaababeaababbbbaabd	379681145
cbbbaaababbaabafbaababbbbaabd	379681145
cbbbaaababbaabebbaababbbbaabd	379681145
cbbbaaababbaafbbbaababbbbaabd	379681145
cbbbaaababbaebbbbaababbbbaabd	379681145
cbbbaaababbeabbbbaababbbbaabd	379681145
cbbbaaababfbabbbbaababbbbaabd	379681145
cbbbaaabagababbbbaababbbbaabd	379681145
cbbbaaabfaababbbbaababbbbaabd	379681145
cbbbaaagaaababbbbaababbbbaabd	379681145
cbbbaafaaaababbbbaababbbbaabd	379681145
cbbbaebaaaababbbbaababbbbaabd	379681145
cbbbeabaaaababbbbaababbbbaabd	379681145
cbbfbabaaaababbbbaababbbbaabd	379681145
cbgababaaaababbbbaababbbbaabd	379681145
cgbababaaaababbbbaababbbbaabd	379681145
cabbababaaaababbbbaababbbbaabd	379681145
cabbababaaaababbbbaababbbbaagd	569521718
cabbababaaaababbbbaababbbbafad	569521718
cabbababaaaababbbbaababbbbebad	569521718
cabbababaaaababbbbaababbbfbbad	569521718
cabbababaaaababbbbaababbgabbad	569521718
cabbababaaaababbbbaababgbabbad	569521718
cabbababaaaababbbbaabagbbabbad	569521718
cabbababaaaababbbbaabfabbabbad	569521718
cabbababaaaababbbbaagaabbabbad	569521718
cabbababaaaababbbbafaaabbabbad	569521718
cabbababaaaababbbbebaaabbabbad	569521718
cabbababaaaababbbfbbaaabbabbad	569521718
cabbababaaaababbgabbaaabbabbad	569521718
cabbababaaaababgbabbaaabbabbad	569521718
cabbababaaaabagbbabbaaabbabbad	569521718
cabbababaaaabfabbabbaaabbabbad	569521718
cabbababaaaagaabbabbaaabbabbad	569521718
cabbababaaafaaabbabbaaabbabbad	569521718
cabbababaaebaaabbabbaaabbabbad	569521718
cabbababaeabaaabbabbaaabbabbad	569521718
cabbababeaabaaabbabbaaabbabbad	569521718
cabbabafbaabaaabbabbaaabbabbad	569521718
cabbabebbaabaaabbabbaaabbabbad	569521718
cabbafbbbaabaaabbabbaaabbabbad	569521718
cabbebbbbaabaaabbabbaaabbabbad	569521718
cabfbbbbbaabaaabbabbaaabbabbad	569521718
cagabbbbbaabaaabbabbaaabbabbad	569521718
cfaabbbbbaabaaabbabbaaabbabbad	569521718
caaaabbbbbaabaaabbabbaaabbabbad	569521718
caaaabbbbbaabaaabbabbaaabbabbd	284760859
caaaabbbbbaabaaabbabbaaabbabgd	427141289
caaaabbbbbaabaaabbabbaaabbagbd	427141289
caaaabbbbbaabaaabbabbaaabbfabd	427141289
caaaabbbbbaabaaabbabbaaabgaabd	427141289
caaaabbbbbaabaaabbabbaaagbaabd	427141289
caaaabbbbbaabaaabbabbaafabaabd	427141289
caaaabbbbbaabaaabbabbaebabaabd	427141289
caaaabbbbbaabaaabbabbeababaabd	427141289
caaaabbbbbaabaaabbabfbababaabd	427141289
caaaabbbbbaabaaabbagabababaabd	427141289
caaaabbbbbaabaaabbfaabababaabd	427141289
caaaabbbbbaabaaabgaaabababaabd	427141289
caaaabbbbbaabaaagbaaabababaabd	427141289
caaaabbbbbaabaafabaaabababaabd	427141289
caaaabbbbbaabaebabaaabababaabd	427141289
caaaabbbbbaabeababaaabababaabd	427141289
caaaabbbbbaafbababaaabababaabd	427141289
caaaabbbbbaebbababaaabababaabd	427141289
caaaabbbbbeabbababaaabababaabd	427141289
caaaabbbbfbabbababaaabababaabd	427141289
caaaabbbgababbababaaabababaabd	427141289
caaaabbgbababbababaaabababaabd	427141289
caaaabgbbababbababaaabababaabd	427141289
caaaagbbbababbababaaabababaabd	427141289
caaafabbbababbababaaabababaabd	427141289
caaebabbbababbababaaabababaabd	427141289
caeababbbababbababaaabababaabd	427141289
ceaababbbababbababaaabababaabd	427141289
cbaababbbababbababaaabababaabd	427141289
cbaababbbababbababaaabababaagd	640711934
cbaababbbababbababaaabababafad	640711934
cbaababbbababbababaaabababebad	640711934
cbaababbbababbababaaababafbbad	640711934
cbaababbbababbababaaababebbbad	640711934
cbaababbbababbababaaabafbbbbad	640711934
cbaababbbababbababaaabebbbbbad	640711934
cbaababbbababbababaaafbbbbbbad	640711934
cbaababbbababbababaaebbbbbbbad	640711934
cbaababbbababbababaeabbbbbbbad	640711934
cbaababbbababbababeaabbbbbbbad	640711934
cbaababbbababbabafbaabbbbbbbad	640711934
cbaababbbababbabebbaabbbbbbbad	640711934
cbaababbbababbafbbbaabbbbbbbad	640711934
cbaababbbababbebbbbaabbbbbbbad	640711934
cbaababbbababfbbbbbaabbbbbbbad	640711934
cbaababbbabagabbbbbaabbbbbbbad	640711934
cbaababbbabfaabbbbbaabbbbbbbad	640711934
cbaababbbagaaabbbbbaabbbbbbbad	640711934
cbaababbbfaaaabbbbbaabbbbbbbad	640711934
cbaababbgaaaaabbbbbaabbbbbbbad	640711934
cbaababgbaaaaabbbbbaabbbbbbbad	640711934
cbaabagbbaaaaabbbbbaabbbbbbbad	640711934
cbaabfabbaaaaabbbbbaabbbbbbbad	640711934
cbaagaabbaaaaabbbbbaabbbbbbbad	640711934
cbafaaabbaaaaabbbbbaabbbbbbbad	640711934
cbebaaabbaaaaabbbbbaabbbbbbbad	640711934
cfbbaaabbaaaaabbbbbaabbbbbbbad	640711934
caabbaaabbaaaaabbbbbaabbbbbbbad	640711934
caabbaaabbaaaaabbbbbaabbbbbbbd	320355967
caabbaaabbaaaaabbbbbaabbbbbbgd	480533951
caabbaaabbaaaaabbbbbaabbbbbgbd	480533951
caabbaaabbaaaaabbbbbaabbbbgbbd	480533951
caabbaaabbaaaaabbbbbaabbbgbbbd	480533951
caabbaaabbaaaaabbbbbaabbgbbbbd	480533951
caabbaaabbaaaaabbbbbaabgbbbbbd	480533951
caabbaaabbaaaaabbbbbaagbbbbbbd	480533951
caabbaaabbaaaaabbbbbafabbbbbbd	480533951
caabbaaabbaaaaabbbbbebabbbbbbd	480533951
caabbaaabbaaaaabbbbfbbabbbbbbd	480533951
caabbaaabbaaaaabbbgabbabbbbbbd	480533951
caabbaaabbaaaaabbgbabbabbbbbbd	480533951
caabbaaabbaaaaabgbbabbabbbbbbd	480533951
caabbaaabbaaaaagbbbabbabbbbbbd	480533951
caabbaaabbaaaafabbbabbabbbbbbd	480533951
caabbaaabbaaaebabbbabbabbbbbbd	480533951
caabbaaabbaaeababbbabbabbbbbbd	480533951
caabbaaabbaeaababbbabbabbbbbbd	480533951
caabbaaabbeaaababbbabbabbbbbbd	480533951
caabbaaabfbaaababbbabbabbbbbbd	480533951
caabbaaagabaaababbbabbabbbbbbd	480533951
caabbaafaabaaababbbabbabbbbbbd	480533951
caabbaebaabaaababbbabbabbbbbbd	480533951
caabbeabaabaaababbbabbabbbbbbd	480533951
caabfbabaabaaababbbabbabbbbbbd	480533951
caagababaabaaababbbabbabbbbbbd	480533951
cafaababaabaaababbbabbabbbbbbd	480533951
cebaababaabaaababbbabbabbbbbbd	480533951
cbbaababaabaaababbbabbabbbbbbd	480533951
cbbaababaabaaababbbabbabbbbbgd	720800927
cbbaababaabaaababbbabbabbbbgbd	720800927
cbbaababaabaaababbbabbabbbgbbd	720800927
cbbaababaabaaababbbabbabbgbbbd	720800927
cbbaababaabaaababbbabbabgbbbbd	720800927
cbbaababaabaaababbbabbagbbbbbd	720800927
cbbaababaabaaababbbabbfabbbbbd	720800927
cbbaababaabaaababbbabgaabbbbbd	720800927
cbbaababaabaaababbbagbaabbbbbd	720800927
cbbaababaabaaababbbfabaabbbbbd	720800927
cbbaababaabaaababbgaabaabbbbbd	720800927
cbbaababaabaaababgbaabaabbbbbd	720800927
cbbaababaabaaabagbbaabaabbbbbd	720800927
cbbaababaabaaabfabbaabaabbbbbd	720800927
cbbaababaabaaagaabbaabaabbbbbd	720800927
cbbaababaabaafaaabbaabaabbbbbd	720800927
cbbaababaabaebaaabbaabaabbbbbd	720800927
cbbaababaabeabaaabbaabaabbbbbd	720800927
cbbaababaafbabaaabbaabaabbbbbd	720800927
cbbaababaebbabaaabbaabaabbbbbd	720800927
cbbaababeabbabaaabbaabaabbbbbd	720800927
cbbaabafbabbabaaabbaabaabbbbbd	720800927
cbbaabebbabbabaaabbaabaabbbbbd	720800927
cbbaafbbbabbabaaabbaabaabbbbbd	720800927
cbbaebbbbabbabaaabbaabaabbbbbd	720800927
cbbeabbbbabbabaaabbaabaabbbbbd	720800927
cbfbabbbbabbabaaabbaabaabbbbbd	720800927
cgababbbbabbabaaabbaabaabbbbbd	720800927
cabababbbbabbabaaabbaabaabbbbbd	720800927
cabababbbbabbabaaabbaabaabbbbgd	1081201391
cabababbbbabbabaaabbaabaabbbgbd	1081201391
cabababbbbabbabaaabbaabaabbgbbd	1081201391
cabababbbbabbabaaabbaabaabgbbbd	1081201391
cabababbbbabbabaaabbaabaagbbbbd	1081201391
cabababbbbabbabaaabbaabafabbbbd	1081201391
cabababbbbabbabaaabbaabebabbbbd	1081201391
cabababbbbabbabaaabbaafbbabbbbd	1081201391
cabababbbbabbabaaabbaebbbabbbbd	1081201391
cabababbbbabbabaaabbeabbbabbbbd	1081201391
cabababbbbabbabaaabfbabbbabbbbd	1081201391
cabababbbbabbabaaagababbbabbbbd	1081201391
cabababbbbabbabaafaababbbabbbbd	1081201391
cabababbbbabbabaebaababbbabbbbd	1081201391
cabababbbbabbabeabaababbbabbbbd	1081201391
cabababbbbabbafbabaababbbabbbbd	1081201391
cabababbbbabbebbabaababbbabbbbd	1081201391
cabababbbbabfbbbabaababbbabbbbd	1081201391
cabababbbbagabbbabaababbbabbbbd	1081201391
cabababbbbfaabbbabaababbbabbbbd	1081201391
cabababbbgaaabbbabaababbbabbbbd	1081201391
cabababbgbaaabbbabaababbbabbbbd	1081201391
cabababgbbaaabbbabaababbbabbbbd	1081201391
cababagbbbaaabbbabaababbbabbbbd	1081201391
cababfabbbaaabbbabaababbbabbbbd	1081201391
cabagaabbbaaabbbabaababbbabbbbd	1081201391
cabfaaabbbaaabbbabaababbbabbbbd	1081201391
cagaaaabbbaaabbbabaababbbabbbbd	1081201391
cfaaaaabbbaaabbbabaababbbabbbbd	1081201391
caaaaaaabbbaaabbbabaababbbabbbbd	1081201391
caaaaaaabbbaaabbbabaababbbabbbgd	1621802087
caaaaaaabbbaaabbbabaababbbabbgbd	1621802087
caaaaaaabbbaaabbbabaababbbabgbbd	1621802087
caaaaaaabbbaaabbbabaababbbagbbbd	1621802087
caaaaaaabbbaaabbbabaababbbfabbbd	1621802087
caaaaaaabbbaaabbbabaababbgaabbbd	1621802087
caaaaaaabbbaaabbbabaababgbaabbbd	1621802087
caaaaaaabbbaaabbbabaabagbbaabbbd	1621802087
caaaaaaabbbaaabbbabaabfabbaabbbd	1621802087
caaaaaaabbbaaabbbabaagaabbaabbbd	1621802087
caaaaaaabbbaaabbbabafaaabbaabbbd	1621802087
caaaaaaabbbaaabbbabebaaabbaabbbd	1621802087
caaaaaaabbbaaabbbafbbaaabbaabbbd	1621802087
caaaaaaabbbaaabbbebbbaaabbaabbbd	1621802087
caaaaaaabbbaaabbfbbbbaaabbaabbbd	1621802087
caaaaaaabbbaaabgabbbbaaabbaabbbd	1621802087
caaaaaaabbbaaagbabbbbaaabbaabbbd	1621802087
caaaaaaabbbaafababbbbaaabbaabbbd	1621802087
caaaaaaabbbaebababbbbaaabbaabbbd	1621802087
caaaaaaabbbeabababbbbaaabbaabbbd	1621802087
caaaaaaabbfbabababbbbaaabbaabbbd	1621802087
caaaaaaabgababababbbbaaabbaabbbd	1621802087
caaaaaaagbababababbbbaaabbaabbbd	1621802087
caaaaaafabababababbbbaaabbaabbbd	1621802087
caaaaaebabababababbbbaaabbaabbbd	1621802087
caaaaeababababababbbbaaabbaabbbd	1621802087
caaaeaababababababbbbaaabbaabbbd	1621802087
caaeaaababababababbbbaaabbaabbbd	1621802087
caeaaaababababababbbbaaabbaabbbd	1621802087
ceaaaaababababababbbbaaabbaabbbd	1621802087
cbaaaaababababababbbbaaabbaabbbd	1621802087
cbaaaaababababababbbbaaabbaabbgd	2432703131
cbaaaaababababababbbbaaabbaabgbd	2432703131
cbaaaaababababababbbbaaabbaagbbd	2432703131
cbaaaaababababababbbbaaabbafabbd	2432703131
cbaaaaababababababbbbaaabbebabbd	2432703131
cbaaaaababababababbbbaaabfbbabbd	2432703131
cbaaaaababababababbbbaaagabbabbd	2432703131
cbaaaaababababababbbbaafaabbabbd	2432703131
cbaaaaababababababbbbaebaabbabbd	2432703131
cbaaaaababababababbbbeabaabbabbd	2432703131
cbaaaaababababababbbfbabaabbabbd	2432703131
cbaaaaababababababbgababaabbabbd	2432703131
cbaaaaababababababgbababaabbabbd	2432703131
cbaaaaabababababagbbababaabbabbd	2432703131
cbaaaaabababababfabbababaabbabbd	2432703131
cbaaaaababababagaabbababaabbabbd	2432703131
cbaaaaababababfaaabbababaabbabbd	2432703131
cbaaaaabababagaaaabbababaabbabbd	2432703131
cbaaaaabababfaaaaabbababaabbabbd	2432703131
cbaaaaababagaaaaaabbababaabbabbd	2432703131
cbaaaaababfaaaaaaabbababaabbabbd	2432703131
cbaaaaabagaaaaaaaabbababaabbabbd	2432703131
cbaaaaabfaaaaaaaaabbababaabbabbd	2432703131
cbaaaaagaaaaaaaaaabbababaabbabbd	2432703131
cbaaaafaaaaaaaaaaabbababaabbabbd	2432703131
cbaaaebaaaaaaaaaaabbababaabbabbd	2432703131
cbaaeabaaaaaaaaaaabbababaabbabbd	2432703131
cbaeaabaaaaaaaaaaabbababaabbabbd	2432703131
cbeaaabaaaaaaaaaaabbababaabbabbd	2432703131
cfbaaabaaaaaaaaaaabbababaabbabbd	2432703131
caabaaabaaaaaaaaaaabbababaabbabbd	2432703131
caabaaabaaaaaaaaaaabbababaabbabgd	3649054697
caabaaabaaaaaaaaaaabbababaabbagbd	3649054697
caabaaabaaaaaaaaaaabbababaabbfabd	3649054697
caabaaabaaaaaaaaaaabbababaabgaabd	3649054697
caabaaabaaaaaaaaaaabbababaagbaabd	3649054697
caabaaabaaaaaaaaaaabbababafabaabd	3649054697
caabaaabaaaaaaaaaaabbababebabaabd	3649054697
caabaaabaaaaaaaaaaabbabafbbabaabd	3649054697
caabaaabaaaaaaaaaaabbabebbbabaabd	3649054697
caabaaabaaaaaaaaaaabbafbbbbabaabd	3649054697
caabaaabaaaaaaaaaaabbebbbbbabaabd	3649054697
caabaaabaaaaaaaaaaabfbbbbbbabaabd	3649054697
caabaaabaaaaaaaaaaagabbbbbbabaabd	3649054697
caabaaabaaaaaaaaaafaabbbbbbabaabd	3649054697
caabaaabaaaaaaaaaebaabbbbbbabaabd	3649054697
caabaaabaaaaaaaaeabaabbbbbbabaabd	3649054697
caabaaabaaaaaaaeaabaabbbbbbabaabd	3649054697
caabaaabaaaaaaeaaabaabbbbbbabaabd	3649054697
caabaaabaaaaaeaaaabaabbbbbbabaabd	3649054697
caabaaabaaaaeaaaaabaabbbbbbabaabd	3649054697
caabaaabaaaeaaaaaabaabbbbbbabaabd	3649054697
caabaaabaaeaaaaaaabaabbbbbbabaabd	3649054697
caabaaabaeaaaaaaaabaabbbbbbabaabd	3649054697
caabaaabeaaaaaaaaabaabbbbbbabaabd	3649054697
caabaaafbaaaaaaaaabaabbbbbbabaabd	3649054697
caabaaebbaaaaaaaaabaabbbbbbabaabd	3649054697
caabaeabbaaaaaaaaabaabbbbbbabaabd	3649054697
caabeaabbaaaaaaaaabaabbbbbbabaabd	3649054697
caafbaabbaaaaaaaaabaabbbbbbabaabd	3649054697
caebbaabbaaaaaaaaabaabbbbbbabaabd	3649054697
ceabbaabbaaaaaaaaabaabbbbbbabaabd	3649054697
cbabbaabbaaaaaaaaabaabbbbbbabaabd	3649054697
cbabbaabbaaaaaaaaabaabbbbbbabaagd	5473582046
cbabbaabbaaaaaaaaabaabbbbbbabafad	5473582046
cbabbaabbaaaaaaaaabaabbbbbbabebad	5473582046
cbabbaabbaaaaaaaaabaabbbbbbafbbad	5473582046
cbabbaabbaaaaaaaaabaabbbbbbebbbad	5473582046
cbabbaabbaaaaaaaaabaabbbbbfbbbbad	5473582046
cbabbaabbaaaaaaaaabaabbbbgabbbbad	5473582046
cbabbaabbaaaaaaaaabaabbbgbabbbbad	5473582046
cbabbaabbaaaaaaaaabaabbgbbabbbbad	5473582046
cbabbaabbaaaaaaaaabaabgbbbabbbbad	5473582046
cbabbaabbaaaaaaaaabaagbbbbabbbbad	5473582046
cbabbaabbaaaaaaaaabafabbbbabbbbad	5473582046
cbabbaabbaaaaaaaaabebabbbbabbbbad	5473582046
cbabbaabbaaaaaaaaafbbabbbbabbbbad	5473582046
cbabbaabbaaaaaaaaebbbabbbbabbbbad	5473582046
cbabbaabbaaaaaaaeabbbabbbbabbbbad	5473582046
cbabbaabbaaaaaaeaabbbabbbbabbbbad	5473582046
cbabbaabbaaaaaeaaabbbabbbbabbbbad	5473582046
cbabbaabbaaaaeaaaabbbabbbbabbbbad	5473582046
cbabbaabbaaaeaaaaabbbabbbbabbbbad	5473582046
cbabbaabbaaeaaaaaabbbabbbbabbbbad	5473582046
cbabbaabbaeaaaaaaabbbabbbbabbbbad	5473582046
cbabbaabbeaaaaaaaabbbabbbbabbbbad	5473582046
cbabbaabfbaaaaaaaabbbabbbbabbbbad	5473582046
cbabbaagabaaaaaaaabbbabbbbabbbbad	5473582046
cbabbafaabaaaaaaaabbbabbbbabbbbad	5473582046
cbabbebaabaaaaaaaabbbabbbbabbbbad	5473582046
cbabfbbaabaaaaaaaabbbabbbbabbbbad	5473582046
cbagabbaabaaaaaaaabbbabbbbabbbbad	5473582046
cbfaabbaabaaaaaaaabbbabbbbabbbbad	5473582046
cgaaabbaabaaaaaaaabbbabbbbabbbbad	5473582046
