"Input number 290751 with intial rewrite term caaabbabbbbbabbbbbbd
Generated final number 1 with final rewrite term cd
Number of steps: 2278  Number of array doubles: 1"
Term	Number
cabbbaaabaabgbaababaaabbbad	72594062
cabbbaaabaagbbaababaaabbbad	72594062
cabbbaaabafabbaababaaabbbad	72594062
cabbbaaabebabbaababaaabbbad	72594062
cabbbaaafbbabbaababaaabbbad	72594062
cabbbaaebbbabbaababaaabbbad	72594062
cabbbaeabbbabbaababaaabbbad	72594062
cabbbeaabbbabbaababaaabbbad	72594062
cabbfbaabbbabbaababaaabbbad	72594062
cabgabaabbbabbaababaaabbbad	72594062
cagbabaabbbabbaababaaabbbad	72594062
cfababaabbbabbaababaaabbbad	72594062
caaababaabbbabbaababaaabbbad	72594062
caaababaabbbabbaababaaabbbd	36297031
caaababaabbbabbaababaaabbgd	54445547
caaababaabbbabbaababaaabgbd	54445547
caaababaabbbabbaababaaagbbd	54445547
caaababaabbbabbaababaafabbd	54445547
caaababaabbbabbaababaebabbd	54445547
caaababaabbbabbaababeababbd	54445547
caaababaabbbabbaabafbababbd	54445547
caaababaabbbabbaabebbababbd	54445547
caaababaabbbabbaafbbbababbd	54445547
caaababaabbbabbaebbbbababbd	54445547
caaababaabbbabbeabbbbababbd	54445547
caaababaabbbabfbabbbbababbd	54445547
caaababaabbbagababbbbababbd	54445547
caaababaabbbfaababbbbababbd	54445547
caaababaabbgaaababbbbababbd	54445547
caaababaabgbaaababbbbababbd	54445547
caaababaagbbaaababbbbababbd	54445547
caaababafabbaaababbbbababbd	54445547
caaababebabbaaababbbbababbd	54445547
caaabafbbabbaaababbbbababbd	54445547
caaabebbbabbaaababbbbababbd	54445547
caaafbbbbabbaaababbbbababbd	54445547
caaebbbbbabbaaababbbbababbd	54445547
caeabbbbbabbaaababbbbababbd	54445547
ceaabbbbbabbaaababbbbababbd	54445547
cbaabbbbbabbaaababbbbababbd	54445547
cbaabbbbbabbaaababbbbababgd	81668321
cbaabbbbbabbaaababbbbabagbd	81668321
cbaabbbbbabbaaababbbbabfabd	81668321
cbaabbbbbabbaaababbbbagaabd	81668321
cbaabbbbbabbaaababbbbfaaabd	81668321
cbaabbbbbabbaaababbbgaaaabd	81668321
cbaabbbbbabbaaababbgbaaaabd	81668321
cbaabbbbbabbaaababgbbaaaabd	81668321
cbaabbbbbabbaaabagbbbaaaabd	81668321
cbaabbbbbabbaaabfabbbaaaabd	81668321
cbaabbbbbabbaaagaabbbaaaabd	81668321
cbaabbbbbabbaafaaabbbaaaabd	81668321
cbaabbbbbabbaebaaabbbaaaabd	81668321
cbaabbbbbabbeabaaabbbaaaabd	81668321
cbaabbbbbabfbabaaabbbaaaabd	81668321
cbaabbbbbagababaaabbbaaaabd	81668321
cbaabbbbbfaababaaabbbaaaabd	81668321
cbaabbbbgaaababaaabbbaaaabd	81668321
cbaabbbgbaaababaaabbbaaaabd	81668321
cbaabbgbbaaababaaabbbaaaabd	81668321
cbaabgbbbaaababaaabbbaaaabd	81668321
cbaagbbbbaaababaaabbbaaaabd	81668321
cbafabbbbaaababaaabbbaaaabd	81668321
cbebabbbbaaababaaabbbaaaabd	81668321
cfbbabbbbaaababaaabbbaaaabd	81668321
caabbabbbbaaababaaabbbaaaabd	81668321
caabbabbbbaaababaaabbbaaaagd	122502482
caabbabbbbaaababaaabbbaaafad	122502482
caabbabbbbaaababaaabbbaaebad	122502482
caabbabbbbaaababaaabbbaeabad	122502482
caabbabbbbaaababaaabbbeaabad	122502482
caabbabbbbaaababaaabbfbaabad	122502482
caabbabbbbaaababaaabgabaabad	122502482
caabbabbbbaaababaaagbabaabad	122502482
caabbabbbbaaababaafababaabad	122502482
caabbabbbbaaababaebababaabad	122502482
caabbabbbbaaababeabababaabad	122502482
caabbabbbbaaabafbabababaabad	122502482
caabbabbbbaaabebbabababaabad	122502482
caabbabbbbaaafbbbabababaabad	122502482
caabbabbbbaaebbbbabababaabad	122502482
caabbabbbbaeabbbbabababaabad	122502482
caabbabbbbeaabbbbabababaabad	122502482
caabbabbbfbaabbbbabababaabad	122502482
caabbabbgabaabbbbabababaabad	122502482
caabbabgbabaabbbbabababaabad	122502482
caabbagbbabaabbbbabababaabad	122502482
caabbfabbabaabbbbabababaabad	122502482
caabgaabbabaabbbbabababaabad	122502482
caagbaabbabaabbbbabababaabad	122502482
cafabaabbabaabbbbabababaabad	122502482
cebabaabbabaabbbbabababaabad	122502482
cbbabaabbabaabbbbabababaabad	122502482
cbbabaabbabaabbbbabababaabd	61251241
cbbabaabbabaabbbbabababaagd	91876862
cbbabaabbabaabbbbabababafad	91876862
cbbabaabbabaabbbbabababebad	91876862
cbbabaabbabaabbbbababafbbad	91876862
cbbabaabbabaabbbbababebbbad	91876862
cbbabaabbabaabbbbabafbbbbad	91876862
cbbabaabbabaabbbbabebbbbbad	91876862
cbbabaabbabaabbbbafbbbbbbad	91876862
cbbabaabbabaabbbbebbbbbbbad	91876862
cbbabaabbabaabbbfbbbbbbbbad	91876862
cbbabaabbabaabbgabbbbbbbbad	91876862
cbbabaabbabaabgbabbbbbbbbad	91876862
cbbabaabbabaagbbabbbbbbbbad	91876862
cbbabaabbabafabbabbbbbbbbad	91876862
cbbabaabbabebabbabbbbbbbbad	91876862
cbbabaabbafbbabbabbbbbbbbad	91876862
cbbabaabbebbbabbabbbbbbbbad	91876862
cbbabaabfbbbbabbabbbbbbbbad	91876862
cbbabaagabbbbabbabbbbbbbbad	91876862
cbbabafaabbbbabbabbbbbbbbad	91876862
cbbabebaabbbbabbabbbbbbbbad	91876862
cbbafbbaabbbbabbabbbbbbbbad	91876862
cbbebbbaabbbbabbabbbbbbbbad	91876862
cbfbbbbaabbbbabbabbbbbbbbad	91876862
cgabbbbaabbbbabbabbbbbbbbad	91876862
cababbbbaabbbbabbabbbbbbbbad	91876862
cababbbbaabbbbabbabbbbbbbbd	45938431
cababbbbaabbbbabbabbbbbbbgd	68907647
cababbbbaabbbbabbabbbbbbgbd	68907647
cababbbbaabbbbabbabbbbbgbbd	68907647
cababbbbaabbbbabbabbbbgbbbd	68907647
cababbbbaabbbbabbabbbgbbbbd	68907647
cababbbbaabbbbabbabbgbbbbbd	68907647
cababbbbaabbbbabbabgbbbbbbd	68907647
cababbbbaabbbbabbagbbbbbbbd	68907647
cababbbbaabbbbabbfabbbbbbbd	68907647
cababbbbaabbbbabgaabbbbbbbd	68907647
cababbbbaabbbbagbaabbbbbbbd	68907647
cababbbbaabbbbfabaabbbbbbbd	68907647
cababbbbaabbbgaabaabbbbbbbd	68907647
cababbbbaabbgbaabaabbbbbbbd	68907647
cababbbbaabgbbaabaabbbbbbbd	68907647
cababbbbaagbbbaabaabbbbbbbd	68907647
cababbbbafabbbaabaabbbbbbbd	68907647
cababbbbebabbbaabaabbbbbbbd	68907647
cababbbfbbabbbaabaabbbbbbbd	68907647
cababbgabbabbbaabaabbbbbbbd	68907647
cababgbabbabbbaabaabbbbbbbd	68907647
cabagbbabbabbbaabaabbbbbbbd	68907647
cabfabbabbabbbaabaabbbbbbbd	68907647
cagaabbabbabbbaabaabbbbbbbd	68907647
cfaaabbabbabbbaabaabbbbbbbd	68907647
caaaaabbabbabbbaabaabbbbbbbd	68907647
caaaaabbabbabbbaabaabbbbbbgd	103361471
caaaaabbabbabbbaabaabbbbbgbd	103361471
caaaaabbabbabbbaabaabbbbgbbd	103361471
caaaaabbabbabbbaabaabbbgbbbd	103361471
caaaaabbabbabbbaabaabbgbbbbd	103361471
caaaaabbabbabbbaabaabgbbbbbd	103361471
caaaaabbabbabbbaabaagbbbbbbd	103361471
caaaaabbabbabbbaabafabbbbbbd	103361471
caaaaabbabbabbbaabebabbbbbbd	103361471
caaaaabbabbabbbaafbbabbbbbbd	103361471
caaaaabbabbabbbaebbbabbbbbbd	103361471
caaaaabbabbabbbeabbbabbbbbbd	103361471
caaaaabbabbabbfbabbbabbbbbbd	103361471
caaaaabbabbabgababbbabbbbbbd	103361471
caaaaabbabbagbababbbabbbbbbd	103361471
caaaaabbabbfabababbbabbbbbbd	103361471
caaaaabbabgaabababbbabbbbbbd	103361471
caaaaabbagbaabababbbabbbbbbd	103361471
caaaaabbfabaabababbbabbbbbbd	103361471
caaaaabgaabaabababbbabbbbbbd	103361471
caaaaagbaabaabababbbabbbbbbd	103361471
caaaafabaabaabababbbabbbbbbd	103361471
caaaebabaabaabababbbabbbbbbd	103361471
caaeababaabaabababbbabbbbbbd	103361471
caeaababaabaabababbbabbbbbbd	103361471
ceaaababaabaabababbbabbbbbbd	103361471
cbaaababaabaabababbbabbbbbbd	103361471
cbaaababaabaabababbbabbbbbgd	155042207
cbaaababaabaabababbbabbbbgbd	155042207
cbaaababaabaabababbbabbbgbbd	155042207
cbaaababaabaabababbbabbgbbbd	155042207
cbaaababaabaabababbbabgbbbbd	155042207
cbaaababaabaabababbbagbbbbbd	155042207
cbaaababaabaabababbbfabbbbbd	155042207
cbaaababaabaabababbgaabbbbbd	155042207
cbaaababaabaabababgbaabbbbbd	155042207
cbaaababaabaababagbbaabbbbbd	155042207
cbaaababaabaababfabbaabbbbbd	155042207
cbaaababaabaabagaabbaabbbbbd	155042207
cbaaababaabaabfaaabbaabbbbbd	155042207
cbaaababaabaagaaaabbaabbbbbd	155042207
cbaaababaabafaaaaabbaabbbbbd	155042207
cbaaababaabebaaaaabbaabbbbbd	155042207
cbaaababaafbbaaaaabbaabbbbbd	155042207
cbaaababaebbbaaaaabbaabbbbbd	155042207
cbaaababeabbbaaaaabbaabbbbbd	155042207
cbaaabafbabbbaaaaabbaabbbbbd	155042207
cbaaabebbabbbaaaaabbaabbbbbd	155042207
cbaaafbbbabbbaaaaabbaabbbbbd	155042207
cbaaebbbbabbbaaaaabbaabbbbbd	155042207
cbaeabbbbabbbaaaaabbaabbbbbd	155042207
cbeaabbbbabbbaaaaabbaabbbbbd	155042207
cfbaabbbbabbbaaaaabbaabbbbbd	155042207
caabaabbbbabbbaaaaabbaabbbbbd	155042207
caabaabbbbabbbaaaaabbaabbbbgd	232563311
caabaabbbbabbbaaaaabbaabbbgbd	232563311
caabaabbbbabbbaaaaabbaabbgbbd	232563311
caabaabbbbabbbaaaaabbaabgbbbd	232563311
caabaabbbbabbbaaaaabbaagbbbbd	232563311
caabaabbbbabbbaaaaabbafabbbbd	232563311
caabaabbbbabbbaaaaabbebabbbbd	232563311
caabaabbbbabbbaaaaabfbbabbbbd	232563311
caabaabbbbabbbaaaaagabbabbbbd	232563311
caabaabbbbabbbaaaafaabbabbbbd	232563311
caabaabbbbabbbaaaebaabbabbbbd	232563311
caabaabbbbabbbaaeabaabbabbbbd	232563311
caabaabbbbabbbaeaabaabbabbbbd	232563311
caabaabbbbabbbeaaabaabbabbbbd	232563311
caabaabbbbabbfbaaabaabbabbbbd	232563311
caabaabbbbabgabaaabaabbabbbbd	232563311
caabaabbbbagbabaaabaabbabbbbd	232563311
caabaabbbbfababaaabaabbabbbbd	232563311
caabaabbbgaababaaabaabbabbbbd	232563311
caabaabbgbaababaaabaabbabbbbd	232563311
caabaabgbbaababaaabaabbabbbbd	232563311
caabaagbbbaababaaabaabbabbbbd	232563311
caabafabbbaababaaabaabbabbbbd	232563311
caabebabbbaababaaabaabbabbbbd	232563311
caafbbabbbaababaaabaabbabbbbd	232563311
caebbbabbbaababaaabaabbabbbbd	232563311
ceabbbabbbaababaaabaabbabbbbd	232563311
cbabbbabbbaababaaabaabbabbbbd	232563311
cbabbbabbbaababaaabaabbabbbgd	348844967
cbabbbabbbaababaaabaabbabbgbd	348844967
cbabbbabbbaababaaabaabbabgbbd	348844967
cbabbbabbbaababaaabaabbagbbbd	348844967
cbabbbabbbaababaaabaabbfabbbd	348844967
cbabbbabbbaababaaabaabgaabbbd	348844967
cbabbbabbbaababaaabaagbaabbbd	348844967
cbabbbabbbaababaaabafabaabbbd	348844967
cbabbbabbbaababaaabebabaabbbd	348844967
cbabbbabbbaababaaafbbabaabbbd	348844967
cbabbbabbbaababaaebbbabaabbbd	348844967
cbabbbabbbaababaeabbbabaabbbd	348844967
cbabbbabbbaababeaabbbabaabbbd	348844967
cbabbbabbbaabafbaabbbabaabbbd	348844967
cbabbbabbbaabebbaabbbabaabbbd	348844967
cbabbbabbbaafbbbaabbbabaabbbd	348844967
cbabbbabbbaebbbbaabbbabaabbbd	348844967
cbabbbabbbeabbbbaabbbabaabbbd	348844967
cbabbbabbfbabbbbaabbbabaabbbd	348844967
cbabbbabgababbbbaabbbabaabbbd	348844967
cbabbbagbababbbbaabbbabaabbbd	348844967
cbabbbfabababbbbaabbbabaabbbd	348844967
cbabbgaabababbbbaabbbabaabbbd	348844967
cbabgbaabababbbbaabbbabaabbbd	348844967
cbagbbaabababbbbaabbbabaabbbd	348844967
cbfabbaabababbbbaabbbabaabbbd	348844967
cgaabbaabababbbbaabbbabaabbbd	348844967
cabaabbaabababbbbaabbbabaabbbd	348844967
cabaabbaabababbbbaabbbabaabbgd	523267451
cabaabbaabababbbbaabbbabaabgbd	523267451
cabaabbaabababbbbaabbbabaagbbd	523267451
cabaabbaabababbbbaabbbabafabbd	523267451
cabaabbaabababbbbaabbbabebabbd	523267451
cabaabbaabababbbbaabbbafbbabbd	523267451
cabaabbaabababbbbaabbbebbbabbd	523267451
cabaabbaabababbbbaabbfbbbbabbd	523267451
cabaabbaabababbbbaabgabbbbabbd	523267451
cabaabbaabababbbbaagbabbbbabbd	523267451
cabaabbaabababbbbafababbbbabbd	523267451
cabaabbaabababbbbebababbbbabbd	523267451
cabaabbaabababbbfbbababbbbabbd	523267451
cabaabbaabababbgabbababbbbabbd	523267451
cabaabbaabababgbabbababbbbabbd	523267451
cabaabbaababagbbabbababbbbabbd	523267451
cabaabbaababfabbabbababbbbabbd	523267451
cabaabbaabagaabbabbababbbbabbd	523267451
cabaabbaabfaaabbabbababbbbabbd	523267451
cabaabbaagaaaabbabbababbbbabbd	523267451
cabaabbafaaaaabbabbababbbbabbd	523267451
cabaabbebaaaaabbabbababbbbabbd	523267451
cabaabfbbaaaaabbabbababbbbabbd	523267451
cabaagabbaaaaabbabbababbbbabbd	523267451
cabafaabbaaaaabbabbababbbbabbd	523267451
cabebaabbaaaaabbabbababbbbabbd	523267451
cafbbaabbaaaaabbabbababbbbabbd	523267451
cebbbaabbaaaaabbabbababbbbabbd	523267451
cbbbbaabbaaaaabbabbababbbbabbd	523267451
cbbbbaabbaaaaabbabbababbbbabgd	784901177
cbbbbaabbaaaaabbabbababbbbagbd	784901177
cbbbbaabbaaaaabbabbababbbbfabd	784901177
cbbbbaabbaaaaabbabbababbbgaabd	784901177
cbbbbaabbaaaaabbabbababbgbaabd	784901177
cbbbbaabbaaaaabbabbababgbbaabd	784901177
cbbbbaabbaaaaabbabbabagbbbaabd	784901177
cbbbbaabbaaaaabbabbabfabbbaabd	784901177
cbbbbaabbaaaaabbabbagaabbbaabd	784901177
cbbbbaabbaaaaabbabbfaaabbbaabd	784901177
cbbbbaabbaaaaabbabgaaaabbbaabd	784901177
cbbbbaabbaaaaabbagbaaaabbbaabd	784901177
cbbbbaabbaaaaabbfabaaaabbbaabd	784901177
cbbbbaabbaaaaabgaabaaaabbbaabd	784901177
cbbbbaabbaaaaagbaabaaaabbbaabd	784901177
cbbbbaabbaaaafabaabaaaabbbaabd	784901177
cbbbbaabbaaaebabaabaaaabbbaabd	784901177
cbbbbaabbaaeababaabaaaabbbaabd	784901177
cbbbbaabbaeaababaabaaaabbbaabd	784901177
cbbbbaabbeaaababaabaaaabbbaabd	784901177
cbbbbaabfbaaababaabaaaabbbaabd	784901177
cbbbbaagabaaababaabaaaabbbaabd	784901177
cbbbbafaabaaababaabaaaabbbaabd	784901177
cbbbbebaabaaababaabaaaabbbaabd	784901177
cbbbfbbaabaaababaabaaaabbbaabd	784901177
cbbgabbaabaaababaabaaaabbbaabd	784901177
cbgbabbaabaaababaabaaaabbbaabd	784901177
cgbbabbaabaaababaabaaaabbbaabd	784901177
cabbbabbaabaaababaabaaaabbbaabd	784901177
cabbbabbaabaaababaabaaaabbbaagd	1177351766
cabbbabbaabaaababaabaaaabbbafad	1177351766
cabbbabbaabaaababaabaaaabbbebad	1177351766
cabbbabbaabaaababaabaaaabbfbbad	1177351766
cabbbabbaabaaababaabaaaabgabbad	1177351766
cabbbabbaabaaababaabaaaagbabbad	1177351766
cabbbabbaabaaababaabaaafababbad	1177351766
cabbbabbaabaaababaabaaebababbad	1177351766
cabbbabbaabaaababaabaeabababbad	1177351766
cabbbabbaabaaababaabeaabababbad	1177351766
cabbbabbaabaaababaafbaabababbad	1177351766
cabbbabbaabaaababaebbaabababbad	1177351766
cabbbabbaabaaababeabbaabababbad	1177351766
cabbbabbaabaaabafbabbaabababbad	1177351766
cabbbabbaabaaabebbabbaabababbad	1177351766
cabbbabbaabaaafbbbabbaabababbad	1177351766
cabbbabbaabaaebbbbabbaabababbad	1177351766
cabbbabbaabaeabbbbabbaabababbad	1177351766
cabbbabbaabeaabbbbabbaabababbad	1177351766
cabbbabbaafbaabbbbabbaabababbad	1177351766
cabbbabbaebbaabbbbabbaabababbad	1177351766
cabbbabbeabbaabbbbabbaabababbad	1177351766
cabbbabfbabbaabbbbabbaabababbad	1177351766
cabbbagababbaabbbbabbaabababbad	1177351766
cabbbfaababbaabbbbabbaabababbad	1177351766
cabbgaaababbaabbbbabbaabababbad	1177351766
cabgbaaababbaabbbbabbaabababbad	1177351766
cagbbaaababbaabbbbabbaabababbad	1177351766
cfabbaaababbaabbbbabbaabababbad	1177351766
caaabbaaababbaabbbbabbaabababbad	1177351766
caaabbaaababbaabbbbabbaabababbd	588675883
caaabbaaababbaabbbbabbaabababgd	883013825
caaabbaaababbaabbbbabbaababagbd	883013825
caaabbaaababbaabbbbabbaababfabd	883013825
caaabbaaababbaabbbbabbaabagaabd	883013825
caaabbaaababbaabbbbabbaabfaaabd	883013825
caaabbaaababbaabbbbabbaagaaaabd	883013825
caaabbaaababbaabbbbabbafaaaaabd	883013825
caaabbaaababbaabbbbabbebaaaaabd	883013825
caaabbaaababbaabbbbabfbbaaaaabd	883013825
caaabbaaababbaabbbbagabbaaaaabd	883013825
caaabbaaababbaabbbbfaabbaaaaabd	883013825
caaabbaaababbaabbbgaaabbaaaaabd	883013825
caaabbaaababbaabbgbaaabbaaaaabd	883013825
caaabbaaababbaabgbbaaabbaaaaabd	883013825
caaabbaaababbaagbbbaaabbaaaaabd	883013825
caaabbaaababbafabbbaaabbaaaaabd	883013825
caaabbaaababbebabbbaaabbaaaaabd	883013825
caaabbaaababfbbabbbaaabbaaaaabd	883013825
caaabbaaabagabbabbbaaabbaaaaabd	883013825
caaabbaaabfaabbabbbaaabbaaaaabd	883013825
caaabbaaagaaabbabbbaaabbaaaaabd	883013825
caaabbaafaaaabbabbbaaabbaaaaabd	883013825
caaabbaebaaaabbabbbaaabbaaaaabd	883013825
caaabbeabaaaabbabbbaaabbaaaaabd	883013825
caaabfbabaaaabbabbbaaabbaaaaabd	883013825
caaagababaaaabbabbbaaabbaaaaabd	883013825
caafaababaaaabbabbbaaabbaaaaabd	883013825
caebaababaaaabbabbbaaabbaaaaabd	883013825
ceabaababaaaabbabbbaaabbaaaaabd	883013825
cbabaababaaaabbabbbaaabbaaaaabd	883013825
cbabaababaaaabbabbbaaabbaaaaagd	1324520738
cbabaababaaaabbabbbaaabbaaaafad	1324520738
cbabaababaaaabbabbbaaabbaaaebad	1324520738
cbabaababaaaabbabbbaaabbaaeabad	1324520738
cbabaababaaaabbabbbaaabbaeaabad	1324520738
cbabaababaaaabbabbbaaabbeaaabad	1324520738
cbabaababaaaabbabbbaaabfbaaabad	1324520738
cbabaababaaaabbabbbaaagabaaabad	1324520738
cbabaababaaaabbabbbaafaabaaabad	1324520738
cbabaababaaaabbabbbaebaabaaabad	1324520738
cbabaababaaaabbabbbeabaabaaabad	1324520738
cbabaababaaaabbabbfbabaabaaabad	1324520738
cbabaababaaaabbabgababaabaaabad	1324520738
cbabaababaaaabbagbababaabaaabad	1324520738
cbabaababaaaabbfabababaabaaabad	1324520738
cbabaababaaaabgaabababaabaaabad	1324520738
cbabaababaaaagbaabababaabaaabad	1324520738
cbabaababaaafabaabababaabaaabad	1324520738
cbabaababaaebabaabababaabaaabad	1324520738
cbabaababaeababaabababaabaaabad	1324520738
cbabaababeaababaabababaabaaabad	1324520738
cbabaabafbaababaabababaabaaabad	1324520738
cbabaabebbaababaabababaabaaabad	1324520738
cbabaafbbbaababaabababaabaaabad	1324520738
cbabaebbbbaababaabababaabaaabad	1324520738
cbabeabbbbaababaabababaabaaabad	1324520738
cbafbabbbbaababaabababaabaaabad	1324520738
cbebbabbbbaababaabababaabaaabad	1324520738
cfbbbabbbbaababaabababaabaaabad	1324520738
caabbbabbbbaababaabababaabaaabad	1324520738
caabbbabbbbaababaabababaabaaabd	662260369
caabbbabbbbaababaabababaabaaagd	993390554
caabbbabbbbaababaabababaabaafad	993390554
caabbbabbbbaababaabababaabaebad	993390554
caabbbabbbbaababaabababaabeabad	993390554
caabbbabbbbaababaabababaafbabad	993390554
caabbbabbbbaababaabababaebbabad	993390554
caabbbabbbbaababaabababeabbabad	993390554
caabbbabbbbaababaababafbabbabad	993390554
caabbbabbbbaababaababebbabbabad	993390554
caabbbabbbbaababaabafbbbabbabad	993390554
caabbbabbbbaababaabebbbbabbabad	993390554
caabbbabbbbaababaafbbbbbabbabad	993390554
caabbbabbbbaababaebbbbbbabbabad	993390554
caabbbabbbbaababeabbbbbbabbabad	993390554
caabbbabbbbaabafbabbbbbbabbabad	993390554
caabbbabbbbaabebbabbbbbbabbabad	993390554
caabbbabbbbaafbbbabbbbbbabbabad	993390554
caabbbabbbbaebbbbabbbbbbabbabad	993390554
caabbbabbbbeabbbbabbbbbbabbabad	993390554
caabbbabbbfbabbbbabbbbbbabbabad	993390554
caabbbabbgababbbbabbbbbbabbabad	993390554
caabbbabgbababbbbabbbbbbabbabad	993390554
caabbbagbbababbbbabbbbbbabbabad	993390554
caabbbfabbababbbbabbbbbbabbabad	993390554
caabbgaabbababbbbabbbbbbabbabad	993390554
caabgbaabbababbbbabbbbbbabbabad	993390554
caagbbaabbababbbbabbbbbbabbabad	993390554
cafabbaabbababbbbabbbbbbabbabad	993390554
cebabbaabbababbbbabbbbbbabbabad	993390554
cbbabbaabbababbbbabbbbbbabbabad	993390554
cbbabbaabbababbbbabbbbbbabbabd	496695277
cbbabbaabbababbbbabbbbbbabbagd	745042916
cbbabbaabbababbbbabbbbbbabbfad	745042916
cbbabbaabbababbbbabbbbbbabgaad	745042916
cbbabbaabbababbbbabbbbbbagbaad	745042916
cbbabbaabbababbbbabbbbbbfabaad	745042916
cbbabbaabbababbbbabbbbbgaabaad	745042916
cbbabbaabbababbbbabbbbgbaabaad	745042916
cbbabbaabbababbbbabbbgbbaabaad	745042916
cbbabbaabbababbbbabbgbbbaabaad	745042916
cbbabbaabbababbbbabgbbbbaabaad	745042916
cbbabbaabbababbbbagbbbbbaabaad	745042916
cbbabbaabbababbbbfabbbbbaabaad	745042916
cbbabbaabbababbbgaabbbbbaabaad	745042916
cbbabbaabbababbgbaabbbbbaabaad	745042916
cbbabbaabbababgbbaabbbbbaabaad	745042916
cbbabbaabbabagbbbaabbbbbaabaad	745042916
cbbabbaabbabfabbbaabbbbbaabaad	745042916
cbbabbaabbagaabbbaabbbbbaabaad	745042916
cbbabbaabbfaaabbbaabbbbbaabaad	745042916
cbbabbaabgaaaabbbaabbbbbaabaad	745042916
cbbabbaagbaaaabbbaabbbbbaabaad	745042916
cbbabbafabaaaabbbaabbbbbaabaad	745042916
cbbabbebabaaaabbbaabbbbbaabaad	745042916
cbbabfbbabaaaabbbaabbbbbaabaad	745042916
cbbagabbabaaaabbbaabbbbbaabaad	745042916
cbbfaabbabaaaabbbaabbbbbaabaad	745042916
cbgaaabbabaaaabbbaabbbbbaabaad	745042916
cgbaaabbabaaaabbbaabbbbbaabaad	745042916
cabbaaabbabaaaabbbaabbbbbaabaad	745042916
cabbaaabbabaaaabbbaabbbbbaabad	372521458
cabbaaabbabaaaabbbaabbbbbaabd	186260729
cabbaaabbabaaaabbbaabbbbbaagd	279391094
cabbaaabbabaaaabbbaabbbbbafad	279391094
cabbaaabbabaaaabbbaabbbbbebad	279391094
cabbaaabbabaaaabbbaabbbbfbbad	279391094
cabbaaabbabaaaabbbaabbbgabbad	279391094
cabbaaabbabaaaabbbaabbgbabbad	279391094
cabbaaabbabaaaabbbaabgbbabbad	279391094
cabbaaabbabaaaabbbaagbbbabbad	279391094
cabbaaabbabaaaabbbafabbbabbad	279391094
cabbaaabbabaaaabbbebabbbabbad	279391094
cabbaaabbabaaaabbfbbabbbabbad	279391094
cabbaaabbabaaaabgabbabbbabbad	279391094
cabbaaabbabaaaagbabbabbbabbad	279391094
cabbaaabbabaaafababbabbbabbad	279391094
cabbaaabbabaaebababbabbbabbad	279391094
cabbaaabbabaeabababbabbbabbad	279391094
cabbaaabbabeaabababbabbbabbad	279391094
cabbaaabbafbaabababbabbbabbad	279391094
cabbaaabbebbaabababbabbbabbad	279391094
cabbaaabfbbbaabababbabbbabbad	279391094
cabbaaagabbbaabababbabbbabbad	279391094
cabbaafaabbbaabababbabbbabbad	279391094
cabbaebaabbbaabababbabbbabbad	279391094
cabbeabaabbbaabababbabbbabbad	279391094
cabfbabaabbbaabababbabbbabbad	279391094
cagababaabbbaabababbabbbabbad	279391094
cfaababaabbbaabababbabbbabbad	279391094
caaaababaabbbaabababbabbbabbad	279391094
caaaababaabbbaabababbabbbabbd	139695547
caaaababaabbbaabababbabbbabgd	209543321
caaaababaabbbaabababbabbbagbd	209543321
caaaababaabbbaabababbabbbfabd	209543321
caaaababaabbbaabababbabbgaabd	209543321
caaaababaabbbaabababbabgbaabd	209543321
caaaababaabbbaabababbagbbaabd	209543321
caaaababaabbbaabababbfabbaabd	209543321
caaaababaabbbaabababgaabbaabd	209543321
caaaababaabbbaababagbaabbaabd	209543321
caaaababaabbbaababfabaabbaabd	209543321
caaaababaabbbaabagaabaabbaabd	209543321
caaaababaabbbaabfaaabaabbaabd	209543321
caaaababaabbbaagaaaabaabbaabd	209543321
caaaababaabbbafaaaaabaabbaabd	209543321
caaaababaabbbebaaaaabaabbaabd	209543321
caaaababaabbfbbaaaaabaabbaabd	209543321
caaaababaabgabbaaaaabaabbaabd	209543321
caaaababaagbabbaaaaabaabbaabd	209543321
caaaababafababbaaaaabaabbaabd	209543321
caaaababebababbaaaaabaabbaabd	209543321
caaaabafbbababbaaaaabaabbaabd	209543321
caaaabebbbababbaaaaabaabbaabd	209543321
caaaafbbbbababbaaaaabaabbaabd	209543321
caaaebbbbbababbaaaaabaabbaabd	209543321
caaeabbbbbababbaaaaabaabbaabd	209543321
caeaabbbbbababbaaaaabaabbaabd	209543321
ceaaabbbbbababbaaaaabaabbaabd	209543321
cbaaabbbbbababbaaaaabaabbaabd	209543321
cbaaabbbbbababbaaaaabaabbaagd	314314982
cbaaabbbbbababbaaaaabaabbafad	314314982
cbaaabbbbbababbaaaaabaabbebad	314314982
cbaaabbbbbababbaaaaabaabfbbad	314314982
cbaaabbbbbababbaaaaabaagabbad	314314982
cbaaabbbbbababbaaaaabafaabbad	314314982
cbaaabbbbbababbaaaaabebaabbad	314314982
cbaaabbbbbababbaaaaafbbaabbad	314314982
cbaaabbbbbababbaaaaebbbaabbad	314314982
cbaaabbbbbababbaaaeabbbaabbad	314314982
cbaaabbbbbababbaaeaabbbaabbad	314314982
cbaaabbbbbababbaeaaabbbaabbad	314314982
cbaaabbbbbababbeaaaabbbaabbad	314314982
cbaaabbbbbababfbaaaabbbaabbad	314314982
cbaaabbbbbabagabaaaabbbaabbad	314314982
