"Input number 557127 with intial rewrite term caaabaaaaaaaabaaabbbd
Generated final number 1 with final rewrite term cd
Number of steps: 1863  Number of array doubles: 1"
Term	Number
caaaaafaaaabbad	12422
caaaaebaaaabbad	12422
caaaeabaaaabbad	12422
caaeaabaaaabbad	12422
caeaaabaaaabbad	12422
ceaaaabaaaabbad	12422
cbaaaabaaaabbad	12422
cbaaaabaaaabbd	6211
cbaaaabaaaabgd	9317
cbaaaabaaaagbd	9317
cbaaaabaaafabd	9317
cbaaaabaaebabd	9317
cbaaaabaeababd	9317
cbaaaabeaababd	9317
cbaaaafbaababd	9317
cbaaaebbaababd	9317
cbaaeabbaababd	9317
cbaeaabbaababd	9317
cbeaaabbaababd	9317
cfbaaabbaababd	9317
caabaaabbaababd	9317
caabaaabbaabagd	13976
caabaaabbaabfad	13976
caabaaabbaagaad	13976
caabaaabbafaaad	13976
caabaaabbebaaad	13976
caabaaabfbbaaad	13976
caabaaagabbaaad	13976
caabaafaabbaaad	13976
caabaebaabbaaad	13976
caabeabaabbaaad	13976
caafbabaabbaaad	13976
caebbabaabbaaad	13976
ceabbabaabbaaad	13976
cbabbabaabbaaad	13976
cbabbabaabbaad	6988
cbabbabaabbad	3494
cbabbabaabbd	1747
cbabbabaabgd	2621
cbabbabaagbd	2621
cbabbabafabd	2621
cbabbabebabd	2621
cbabbafbbabd	2621
cbabbebbbabd	2621
cbabfbbbbabd	2621
cbagabbbbabd	2621
cbfaabbbbabd	2621
cgaaabbbbabd	2621
cabaaabbbbabd	2621
cabaaabbbbagd	3932
cabaaabbbbfad	3932
cabaaabbbgaad	3932
cabaaabbgbaad	3932
cabaaabgbbaad	3932
cabaaagbbbaad	3932
cabaafabbbaad	3932
cabaebabbbaad	3932
cabeababbbaad	3932
cafbababbbaad	3932
cebbababbbaad	3932
cbbbababbbaad	3932
cbbbababbbad	1966
cbbbababbbd	983
cbbbababbgd	1475
cbbbababgbd	1475
cbbbabagbbd	1475
cbbbabfabbd	1475
cbbbagaabbd	1475
cbbbfaaabbd	1475
cbbgaaaabbd	1475
cbgbaaaabbd	1475
cgbbaaaabbd	1475
cabbbaaaabbd	1475
cabbbaaaabgd	2213
cabbbaaaagbd	2213
cabbbaaafabd	2213
cabbbaaebabd	2213
cabbbaeababd	2213
cabbbeaababd	2213
cabbfbaababd	2213
cabgabaababd	2213
cagbabaababd	2213
cfababaababd	2213
caaababaababd	2213
caaababaabagd	3320
caaababaabfad	3320
caaababaagaad	3320
caaababafaaad	3320
caaababebaaad	3320
caaabafbbaaad	3320
caaabebbbaaad	3320
caaafbbbbaaad	3320
caaebbbbbaaad	3320
caeabbbbbaaad	3320
ceaabbbbbaaad	3320
cbaabbbbbaaad	3320
cbaabbbbbaad	1660
cbaabbbbbad	830
cbaabbbbbd	415
cbaabbbbgd	623
cbaabbbgbd	623
cbaabbgbbd	623
cbaabgbbbd	623
cbaagbbbbd	623
cbafabbbbd	623
cbebabbbbd	623
cfbbabbbbd	623
caabbabbbbd	623
caabbabbbgd	935
caabbabbgbd	935
caabbabgbbd	935
caabbagbbbd	935
caabbfabbbd	935
caabgaabbbd	935
caagbaabbbd	935
cafabaabbbd	935
cebabaabbbd	935
cbbabaabbbd	935
cbbabaabbgd	1403
cbbabaabgbd	1403
cbbabaagbbd	1403
cbbabafabbd	1403
cbbabebabbd	1403
cbbafbbabbd	1403
cbbebbbabbd	1403
cbfbbbbabbd	1403
cgabbbbabbd	1403
cababbbbabbd	1403
cababbbbabgd	2105
cababbbbagbd	2105
cababbbbfabd	2105
cababbbgaabd	2105
cababbgbaabd	2105
cababgbbaabd	2105
cabagbbbaabd	2105
cabfabbbaabd	2105
cagaabbbaabd	2105
cfaaabbbaabd	2105
caaaaabbbaabd	2105
caaaaabbbaagd	3158
caaaaabbbafad	3158
caaaaabbbebad	3158
caaaaabbfbbad	3158
caaaaabgabbad	3158
caaaaagbabbad	3158
caaaafababbad	3158
caaaebababbad	3158
caaeabababbad	3158
caeaabababbad	3158
ceaaabababbad	3158
cbaaabababbad	3158
cbaaabababbd	1579
cbaaabababgd	2369
cbaaababagbd	2369
cbaaababfabd	2369
cbaaabagaabd	2369
cbaaabfaaabd	2369
cbaaagaaaabd	2369
cbaafaaaaabd	2369
cbaebaaaaabd	2369
cbeabaaaaabd	2369
cfbabaaaaabd	2369
caababaaaaabd	2369
caababaaaaagd	3554
caababaaaafad	3554
caababaaaebad	3554
caababaaeabad	3554
caababaeaabad	3554
caababeaaabad	3554
caabafbaaabad	3554
caabebbaaabad	3554
caafbbbaaabad	3554
caebbbbaaabad	3554
ceabbbbaaabad	3554
cbabbbbaaabad	3554
cbabbbbaaabd	1777
cbabbbbaaagd	2666
cbabbbbaafad	2666
cbabbbbaebad	2666
cbabbbbeabad	2666
cbabbbfbabad	2666
cbabbgababad	2666
cbabgbababad	2666
cbagbbababad	2666
cbfabbababad	2666
cgaabbababad	2666
cabaabbababad	2666
cabaabbababd	1333
cabaabbabagd	2000
cabaabbabfad	2000
cabaabbagaad	2000
cabaabbfaaad	2000
cabaabgaaaad	2000
cabaagbaaaad	2000
cabafabaaaad	2000
cabebabaaaad	2000
cafbbabaaaad	2000
cebbbabaaaad	2000
cbbbbabaaaad	2000
cbbbbabaaad	1000
cbbbbabaad	500
cbbbbabad	250
cbbbbabd	125
cbbbbagd	188
cbbbbfad	188
cbbbgaad	188
cbbgbaad	188
cbgbbaad	188
cgbbbaad	188
cabbbbaad	188
cabbbbad	94
cabbbbd	47
cabbbgd	71
cabbgbd	71
cabgbbd	71
cagbbbd	71
cfabbbd	71
caaabbbd	71
caaabbgd	107
caaabgbd	107
caaagbbd	107
caafabbd	107
caebabbd	107
ceababbd	107
cbababbd	107
cbababgd	161
cbabagbd	161
cbabfabd	161
cbagaabd	161
cbfaaabd	161
cgaaaabd	161
cabaaaabd	161
cabaaaagd	242
cabaaafad	242
cabaaebad	242
cabaeabad	242
cabeaabad	242
cafbaabad	242
cebbaabad	242
cbbbaabad	242
cbbbaabd	121
cbbbaagd	182
cbbbafad	182
cbbbebad	182
cbbfbbad	182
cbgabbad	182
cgbabbad	182
cabbabbad	182
cabbabbd	91
cabbabgd	137
cabbagbd	137
cabbfabd	137
cabgaabd	137
cagbaabd	137
cfabaabd	137
caaabaabd	137
caaabaagd	206
caaabafad	206
caaabebad	206
caaafbbad	206
caaebbbad	206
caeabbbad	206
ceaabbbad	206
cbaabbbad	206
cbaabbbd	103
cbaabbgd	155
cbaabgbd	155
cbaagbbd	155
cbafabbd	155
cbebabbd	155
cfbbabbd	155
caabbabbd	155
caabbabgd	233
caabbagbd	233
caabbfabd	233
caabgaabd	233
caagbaabd	233
cafabaabd	233
cebabaabd	233
cbbabaabd	233
cbbabaagd	350
cbbabafad	350
cbbabebad	350
cbbafbbad	350
cbbebbbad	350
cbfbbbbad	350
cgabbbbad	350
cababbbbad	350
cababbbbd	175
cababbbgd	263
cababbgbd	263
cababgbbd	263
cabagbbbd	263
cabfabbbd	263
cagaabbbd	263
cfaaabbbd	263
caaaaabbbd	263
caaaaabbgd	395
caaaaabgbd	395
caaaaagbbd	395
caaaafabbd	395
caaaebabbd	395
caaeababbd	395
caeaababbd	395
ceaaababbd	395
cbaaababbd	395
cbaaababgd	593
cbaaabagbd	593
cbaaabfabd	593
cbaaagaabd	593
cbaafaaabd	593
cbaebaaabd	593
cbeabaaabd	593
cfbabaaabd	593
caababaaabd	593
caababaaagd	890
caababaafad	890
caababaebad	890
caababeabad	890
caabafbabad	890
caabebbabad	890
caafbbbabad	890
caebbbbabad	890
ceabbbbabad	890
cbabbbbabad	890
cbabbbbabd	445
cbabbbbagd	668
cbabbbbfad	668
cbabbbgaad	668
cbabbgbaad	668
cbabgbbaad	668
cbagbbbaad	668
cbfabbbaad	668
cgaabbbaad	668
cabaabbbaad	668
cabaabbbad	334
cabaabbbd	167
cabaabbgd	251
cabaabgbd	251
cabaagbbd	251
cabafabbd	251
cabebabbd	251
cafbbabbd	251
cebbbabbd	251
cbbbbabbd	251
cbbbbabgd	377
cbbbbagbd	377
cbbbbfabd	377
cbbbgaabd	377
cbbgbaabd	377
cbgbbaabd	377
cgbbbaabd	377
cabbbbaabd	377
cabbbbaagd	566
cabbbbafad	566
cabbbbebad	566
cabbbfbbad	566
cabbgabbad	566
cabgbabbad	566
cagbbabbad	566
cfabbabbad	566
caaabbabbad	566
caaabbabbd	283
caaabbabgd	425
caaabbagbd	425
caaabbfabd	425
caaabgaabd	425
caaagbaabd	425
caafabaabd	425
caebabaabd	425
ceababaabd	425
cbababaabd	425
cbababaagd	638
cbababafad	638
cbababebad	638
cbabafbbad	638
cbabebbbad	638
cbafbbbbad	638
cbebbbbbad	638
cfbbbbbbad	638
caabbbbbbad	638
caabbbbbbd	319
caabbbbbgd	479
caabbbbgbd	479
caabbbgbbd	479
caabbgbbbd	479
caabgbbbbd	479
caagbbbbbd	479
cafabbbbbd	479
cebabbbbbd	479
cbbabbbbbd	479
cbbabbbbgd	719
cbbabbbgbd	719
cbbabbgbbd	719
cbbabgbbbd	719
cbbagbbbbd	719
cbbfabbbbd	719
cbgaabbbbd	719
cgbaabbbbd	719
cabbaabbbbd	719
cabbaabbbgd	1079
cabbaabbgbd	1079
cabbaabgbbd	1079
cabbaagbbbd	1079
cabbafabbbd	1079
cabbebabbbd	1079
cabfbbabbbd	1079
cagabbabbbd	1079
cfaabbabbbd	1079
caaaabbabbbd	1079
caaaabbabbgd	1619
caaaabbabgbd	1619
caaaabbagbbd	1619
caaaabbfabbd	1619
caaaabgaabbd	1619
caaaagbaabbd	1619
caaafabaabbd	1619
caaebabaabbd	1619
caeababaabbd	1619
ceaababaabbd	1619
cbaababaabbd	1619
cbaababaabgd	2429
cbaababaagbd	2429
cbaababafabd	2429
cbaababebabd	2429
cbaabafbbabd	2429
cbaabebbbabd	2429
cbaafbbbbabd	2429
cbaebbbbbabd	2429
cbeabbbbbabd	2429
cfbabbbbbabd	2429
caababbbbbabd	2429
caababbbbbagd	3644
caababbbbbfad	3644
caababbbbgaad	3644
caababbbgbaad	3644
caababbgbbaad	3644
caababgbbbaad	3644
caabagbbbbaad	3644
caabfabbbbaad	3644
caagaabbbbaad	3644
cafaaabbbbaad	3644
cebaaabbbbaad	3644
cbbaaabbbbaad	3644
cbbaaabbbbad	1822
cbbaaabbbbd	911
cbbaaabbbgd	1367
cbbaaabbgbd	1367
cbbaaabgbbd	1367
cbbaaagbbbd	1367
cbbaafabbbd	1367
cbbaebabbbd	1367
cbbeababbbd	1367
cbfbababbbd	1367
cgabababbbd	1367
cababababbbd	1367
cababababbgd	2051
cababababgbd	2051
cabababagbbd	2051
cabababfabbd	2051
cababagaabbd	2051
cababfaaabbd	2051
cabagaaaabbd	2051
cabfaaaaabbd	2051
cagaaaaaabbd	2051
cfaaaaaaabbd	2051
caaaaaaaaabbd	2051
caaaaaaaaabgd	3077
caaaaaaaaagbd	3077
caaaaaaaafabd	3077
caaaaaaaebabd	3077
caaaaaaeababd	3077
caaaaaeaababd	3077
caaaaeaaababd	3077
caaaeaaaababd	3077
caaeaaaaababd	3077
caeaaaaaababd	3077
ceaaaaaaababd	3077
cbaaaaaaababd	3077
cbaaaaaaabagd	4616
cbaaaaaaabfad	4616
cbaaaaaaagaad	4616
cbaaaaaafaaad	4616
cbaaaaaebaaad	4616
cbaaaaeabaaad	4616
cbaaaeaabaaad	4616
cbaaeaaabaaad	4616
cbaeaaaabaaad	4616
cbeaaaaabaaad	4616
cfbaaaaabaaad	4616
caabaaaaabaaad	4616
caabaaaaabaad	2308
caabaaaaabad	1154
caabaaaaabd	577
caabaaaaagd	866
caabaaaafad	866
caabaaaebad	866
caabaaeabad	866
caabaeaabad	866
caabeaaabad	866
caafbaaabad	866
caebbaaabad	866
ceabbaaabad	866
cbabbaaabad	866
cbabbaaabd	433
cbabbaaagd	650
cbabbaafad	650
cbabbaebad	650
cbabbeabad	650
cbabfbabad	650
cbagababad	650
cbfaababad	650
cgaaababad	650
cabaaababad	650
cabaaababd	325
cabaaabagd	488
cabaaabfad	488
cabaaagaad	488
cabaafaaad	488
cabaebaaad	488
cabeabaaad	488
cafbabaaad	488
cebbabaaad	488
cbbbabaaad	488
cbbbabaad	244
cbbbabad	122
cbbbabd	61
cbbbagd	92
cbbbfad	92
cbbgaad	92
cbgbaad	92
cgbbaad	92
cabbbaad	92
cabbbad	46
cabbbd	23
cabbgd	35
cabgbd	35
cagbbd	35
cfabbd	35
caaabbd	35
caaabgd	53
caaagbd	53
caafabd	53
caebabd	53
ceababd	53
cbababd	53
cbabagd	80
cbabfad	80
cbagaad	80
cbfaaad	80
cgaaaad	80
cabaaaad	80
cabaaad	40
cabaad	20
cabad	10
cabd	5
cagd	8
cfad	8
caaad	8
caad	4
cad	2
cd	1
